🤠雷蒙影视直播,#genre#
CCTV-14少儿,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500212875&pid=2028597139&timestamp=20260630111022&Channel_ID=0116_2600037000-99000-200300220113648&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=125.211.195.58&SecurityKey=20260630111022&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=ZQ-A1-9.6.1.6-SNAPSHOT&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=e53a088a316823569641011685f9f388$雷蒙影视•IPV4
CCTV-15音乐,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv15hd/51/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5501083628&pid=2028597139&timestamp=20260630110946&Channel_ID=0116_2600037000-99000-200300220113647&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=125.211.195.57&SecurityKey=20260630110946&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=ZQ-A1-9.6.1.6-SNAPSHOT&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=fe058b6a27c2511ea726ab3bfc4fdcb7$雷蒙影视•IPV4
CCTV-16奥林匹克,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub$雷蒙影视•IPV4
CCTV-17农业农村,https://tx-origin.pull.yximgs.com/gifshow/kwai_actL_ol_act_14776418091_strL_GameAvcHdL0.flv?txSecret=230e4cb2156fea877e8aa46f761e27da&txTime=6a44660a&stat=sKGosrHvuDo9OyM9v2NFTVryfJ1i6lqM%2BrNri03J4kkr%2FstP0kKnZxLxtkOIUGmr&tsc=origin&oidc=watchmen&sidc=2062&no_script=1&srcStrm=iN88URk-zwA&fd=0&ss=s20&tfc_buyer=0$雷蒙影视•IPV4『线路1』
CCTV-17农业农村,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv17hd/51/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5501083631&pid=2028597139&timestamp=20260630110851&Channel_ID=0116_2600037000-99000-200300220113645&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=125.211.195.56&SecurityKey=20260630110851&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=ZQ-A1-9.6.1.6-SNAPSHOT&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=792ff287cef21db532050f6ae236e210$雷蒙影视•IPV4『线路2』
🇨🇳高清,#genre#
📡卫视,#genre#
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8$雷蒙影视•IPV4『线路1』
湖南卫视,https://hlsbkmgsplive.miguvideo.com/wd-hunanhd-2500/01.m3u8?&HlsSubType=&encrypt=$雷蒙影视•IPV4『线路2』
湖南卫视,https://hlsbkmgsplive.miguvideo.com/wd-hunanhd-1200/01.m3u8?&HlsSubType=&encrypt=$雷蒙影视•IPV4『线路3』
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8$雷蒙影视•IPV4『线路1』
浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8$雷蒙影视•IPV4『线路2』
东方卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/dongfanghd265/51/20191230/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=600697&netType=4&sid=5910022185&pid=2028597139&timestamp=20260630114046&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=58.252.253.5&SecurityKey=20260630114046&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=ZQ-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=afc18be7dc7b4d1cbb1139069d7ce368&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1782790843918&prlId=4f89b0f1d885527a227fd4a636419cfe1782790843958&jid=4f89b0f1d885527a227fd4a636419cfe1782790843520V&is_advertise=0&sjid=subsession_1782790940729&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=27715d716607f5c9478955ce7e167b66$雷蒙影视•IPV4
北京卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/bjws/51/20251127/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=600697&netType=4&sid=5910022306&pid=2028597139&timestamp=20260630114026&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=630287636&ParentNodeID=-99&assertID=5910022306&client_ip=58.252.253.225&SecurityKey=20260630114026&promotionId=&mvid=5101042960&mcid=500020&playurlVersion=ZQ-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=3ddf65212ade4382fa8a1bb583e3c1a6&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1782790823913&prlId=4f89b0f1d885527a227fd4a636419cfe1782790823921&jid=4f89b0f1d885527a227fd4a636419cfe1782790823339V&is_advertise=0&sjid=subsession_1782790824222&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d61a6210819a631c4a9964263c085ef3$雷蒙影视•IPV4
江苏卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/jswshd265/54/20200407/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699067&netType=4&sid=5500199408&pid=2028597139&timestamp=20260630113757&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=623899368&ParentNodeID=-99&assertID=5500199408&client_ip=58.252.253.52&SecurityKey=20260630113757&promotionId=&mvid=5100156802&mcid=500020&playurlVersion=ZQ-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=a385fdb5569a013580fc1dc1ad6538a5&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1782790674786&prlId=4f89b0f1d885527a227fd4a636419cfe1782790674794&jid=4f89b0f1d885527a227fd4a636419cfe1782790673446V&is_advertise=0&sjid=subsession_1782790785435&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=addc05c2e8deafaf4d02b6e8ae613ffd$雷蒙影视•IPV4『线路1』
江苏卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/jswshd265/55/20200407/01.m3u8?&HlsSubType=&encrypt=$雷蒙影视•IPV4『线路2』
重庆卫视,https://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/chongqing/1000/01.m3u8?&HlsSubType=&encrypt=$雷蒙影视•IPV4
东南卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/dongnanws/51/20230724/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=600717&netType=4&sid=5910022182&pid=2028597139&timestamp=20260630120045&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=849116810&ParentNodeID=-99&assertID=5910022182&client_ip=119.123.75.155&SecurityKey=20260630120045&promotionId=&mvid=5900006229&mcid=500020&playurlVersion=ZQ-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=ed0fdfdde2dea66991c502c7e215be46&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1782792042581&prlId=4f89b0f1d885527a227fd4a636419cfe1782792042586&jid=4f89b0f1d885527a227fd4a636419cfe1782792042373V&is_advertise=0&sjid=subsession_1782792153576&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=a176da02280774bc429a80a57f03d2d1$雷蒙影视•IPV4『线路1』
东南卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/dongnanws/51/20230724/01.m3u8?&HlsSubType=&encrypt=$雷蒙影视•IPV4『线路2』
广东卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/gdwshd265/54/20200407/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699054&netType=4&sid=2202428795&pid=2028597139&timestamp=20260630113540&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=157.61.129.177&SecurityKey=20260630113540&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=ZQ-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=bdd8697ff3f5af6188aa41248eb0d9e3&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1782790537820&prlId=4f89b0f1d885527a227fd4a636419cfe1782790537841&jid=4f89b0f1d885527a227fd4a636419cfe1782790536777V&is_advertise=0&sjid=subsession_1782790648768&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9515bb101487d185f0fff2b948e455f9$雷蒙影视•IPV4『线路1』
广东卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/gdwshd265/54/20200407/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699054&netType=4&sid=2202428795&pid=2028597139&timestamp=20260630112728&Channel_ID=0116_2600037000-99000-200300220113682&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=125.211.195.105&SecurityKey=20260630112728&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=ZQ-A1-9.6.1.6-SNAPSHOT&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=733a5495b4e5281bc8f9a7afebc4b9be$雷蒙影视•IPV4『线路2』
广东卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/gdwshd265/54/20200407/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699054&netType=4&sid=2202428795&pid=2028597139&timestamp=20260630112653&Channel_ID=0116_2600037000-99000-200300220113681&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=125.211.195.104&SecurityKey=20260630112653&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=ZQ-A1-9.6.1.6-SNAPSHOT&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ba84c8a71028e6856980c1d14b735e7c$雷蒙影视•IPV4『线路3』
湖北卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/hubeiwshd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=600633&netType=4&sid=5910022163&pid=2028597139&timestamp=20260630110455&Channel_ID=0116_2600037000-99000-200300220113638&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=125.211.195.50&SecurityKey=20260630110455&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=ZQ-A1-9.6.1.6-SNAPSHOT&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=4cb000878f68707a74bd87726c8c63eb$雷蒙影视•IPV4
江西卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/jxwshd/51/20190820/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=600633&netType=4&sid=5910021492&pid=2028597139&timestamp=20260630110538&Channel_ID=0116_2600037000-99000-200300220113639&ProgramID=783847495&ParentNodeID=-99&assertID=5910021492&client_ip=125.211.195.50&SecurityKey=20260630110538&promotionId=&mvid=5900004351&mcid=500020&playurlVersion=ZQ-A1-9.6.1.6-SNAPSHOT&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d1d52cbedbef621ad48dd2641dfc8a4b$雷蒙影视•IPV4
吉林卫视,https://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/01.m3u8?&HlsSubType=&encrypt=$雷蒙影视•IPV4
辽宁卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/liaoningwshd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=600572&netType=4&sid=5910022198&pid=2028597139&timestamp=20260630110426&Channel_ID=0116_2600037000-99000-200300220113637&ProgramID=630291707&ParentNodeID=-99&assertID=5910022198&client_ip=125.211.195.50&SecurityKey=20260630110426&promotionId=&mvid=5101043014&mcid=500020&playurlVersion=ZQ-A1-9.6.1.6-SNAPSHOT&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=52ede31052a447ebaa709566e5b2e475$雷蒙影视•IPV4『线路1』
辽宁卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/lnwshd265/54/20200407/01.m3u8?&HlsSubType=&encrypt=$雷蒙影视•IPV4『线路2』
山东卫视,https://hlsbkmgsplive.miguvideo.com/wd_r4/yg/shandongwshd/3000/01.m3u8?&HlsSubType=&encrypt=$雷蒙影视•IPV4『线路1』
山东卫视,https://hlsbkmgsplive.miguvideo.com/wd-shandonghd-1200/01.m3u8?&HlsSubType=&encrypt=$雷蒙影视•IPV4『线路2』
海峡卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/haixiaws/51/20230724/01.m3u8?&HlsSubType=&encrypt=$雷蒙影视•IPV4
兵团卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/btws/51/20250804/01.m3u8?&HlsSubType=&encrypt=$雷蒙影视•IPV4
农林卫视,http://gxlive.snrtv.com/nlws-SD.m3u8$雷蒙影视•IPV4
🇹🇼台湾,#genre#
🇭🇰香港,#genre#
🇲🇴澳门,#genre#
🥘重庆,#genre#
📺堆堆,#genre#
❤咪咕,#genre#

